,Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo
0,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,1,1,1
1,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,4,3,2
2,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,1
3,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0
4,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,1,0,1
5,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0
6,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0
7,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,1,0
8,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de transito,10,8,11
9,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,1,0,0
10,2026,1,Aguascalientes,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,11,6,4
11,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,21,21,31
12,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,6,1,4
13,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,163,176,305
14,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,48,56,6
15,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,1,0
16,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,1,0
17,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,9,7,10
18,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de transito,79,80,81
19,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,4,1
20,2026,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0
21,2026,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0
22,2026,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0
23,2026,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0
24,2026,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,0,0,1
25,2026,1,Aguascalientes,La vida y la Integridad corporal,Aborto,Aborto,Aborto,1,1,0
26,2026,1,Aguascalientes,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,1,0
27,2026,1,Aguascalientes,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,0,0,0
28,2026,1,Aguascalientes,Libertad personal,Secuestro,Secuestro con calidad de rehen,Secuestro con calidad de rehen,0,0,0
29,2026,1,Aguascalientes,Libertad personal,Secuestro,Secuestro para causar dano,Secuestro para causar dano,0,0,0
30,2026,1,Aguascalientes,Libertad personal,Secuestro,Secuestro expres,Secuestro expres,0,0,0
31,2026,1,Aguascalientes,Libertad personal,Trafico de menores,Trafico de menores,Trafico de menores,0,0,0
32,2026,1,Aguascalientes,Libertad personal,Rapto,Rapto,Rapto,0,0,0
33,2026,1,Aguascalientes,Libertad personal,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Privacion ilegal de la libertad,8,4,6
34,2026,1,Aguascalientes,Libertad personal,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,13,13,15
35,2026,1,Aguascalientes,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,48
36,2026,1,Aguascalientes,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,39,41,5
37,2026,1,Aguascalientes,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0
38,2026,1,Aguascalientes,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,11,6,12
39,2026,1,Aguascalientes,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0
40,2026,1,Aguascalientes,La libertad y la seguridad sexual,Violacion,Violacion simple,Violacion simple,18,12,14
41,2026,1,Aguascalientes,La libertad y la seguridad sexual,Violacion,Violacion equiparada,Violacion equiparada,10,15,12
42,2026,1,Aguascalientes,La libertad y la seguridad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,0,0,0
43,2026,1,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,11,8,8
44,2026,1,Aguascalientes,El patrimonio,Robo,Robo a casa habitacion,Con violencia,9,2,2
45,2026,1,Aguascalientes,El patrimonio,Robo,Robo a casa habitacion,Sin violencia,142,101,131
46,2026,1,Aguascalientes,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Con violencia,5,2,1
47,2026,1,Aguascalientes,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Sin violencia,24,18,17
48,2026,1,Aguascalientes,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Con violencia,1,7,8
49,2026,1,Aguascalientes,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Sin violencia,71,84,81
50,2026,1,Aguascalientes,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Con violencia,0,0,0
51,2026,1,Aguascalientes,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Sin violencia,0,0,0
52,2026,1,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0
53,2026,1,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Sin violencia,18,9,19
54,2026,1,Aguascalientes,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,0
55,2026,1,Aguascalientes,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0
56,2026,1,Aguascalientes,El patrimonio,Robo,Robo a transeunte en via publica,Con violencia,37,31,49
57,2026,1,Aguascalientes,El patrimonio,Robo,Robo a transeunte en via publica,Sin violencia,65,45,59
58,2026,1,Aguascalientes,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Con violencia,0,2,0
59,2026,1,Aguascalientes,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Sin violencia,0,0,1
60,2026,1,Aguascalientes,El patrimonio,Robo,Robo en transporte publico individual,Con violencia,3,4,11
61,2026,1,Aguascalientes,El patrimonio,Robo,Robo en transporte publico individual,Sin violencia,6,3,5
62,2026,1,Aguascalientes,El patrimonio,Robo,Robo en transporte publico colectivo,Con violencia,0,0,0
63,2026,1,Aguascalientes,El patrimonio,Robo,Robo en transporte publico colectivo,Sin violencia,2,1,1
64,2026,1,Aguascalientes,El patrimonio,Robo,Robo en transporte individual,Con violencia,2,0,1
65,2026,1,Aguascalientes,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,1
66,2026,1,Aguascalientes,El patrimonio,Robo,Robo a institucion bancaria,Con violencia,0,0,0
67,2026,1,Aguascalientes,El patrimonio,Robo,Robo a institucion bancaria,Sin violencia,0,0,0
68,2026,1,Aguascalientes,El patrimonio,Robo,Robo a negocio,Con violencia,20,11,33
69,2026,1,Aguascalientes,El patrimonio,Robo,Robo a negocio,Sin violencia,111,108,126
70,2026,1,Aguascalientes,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0
71,2026,1,Aguascalientes,El patrimonio,Robo,Robo de ganado,Sin violencia,12,17,13
72,2026,1,Aguascalientes,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Con violencia,0,0,0
73,2026,1,Aguascalientes,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Sin violencia,0,0,0
74,2026,1,Aguascalientes,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,0,0
75,2026,1,Aguascalientes,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,0,1
76,2026,1,Aguascalientes,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Con violencia,0,0,0
77,2026,1,Aguascalientes,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Sin violencia,0,0,0
78,2026,1,Aguascalientes,El patrimonio,Robo,Otros robos,Con violencia,1,5,2
79,2026,1,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,170,168,196
80,2026,1,Aguascalientes,El patrimonio,Fraude,Fraude,Fraude,193,165,243
81,2026,1,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,71,64,72
82,2026,1,Aguascalientes,El patrimonio,Extorsion,Extorsion presencial,Extorsion presencial,1,0,0
83,2026,1,Aguascalientes,El patrimonio,Extorsion,Tentativa de extorsion presencial,Tentativa de extorsion presencial,0,0,0
84,2026,1,Aguascalientes,El patrimonio,Extorsion,Extorsion por otros medios,Extorsion por otros medios,0,0,1
85,2026,1,Aguascalientes,El patrimonio,Extorsion,Tentativa de extorsion por otros medios,Tentativa de extorsion por otros medios,1,2,0
86,2026,1,Aguascalientes,El patrimonio,Dano a la propiedad,Dano a la propiedad,Dano a la propiedad,409,382,464
87,2026,1,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,35,34,33
88,2026,1,Aguascalientes,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,2,5,6
89,2026,1,Aguascalientes,La familia,Violencia familiar,Violencia familiar,Violencia familiar,206,190,233
90,2026,1,Aguascalientes,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,1,2,1
91,2026,1,Aguascalientes,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,26,26,24
92,2026,1,Aguascalientes,La sociedad,Corrupcion de menores,Corrupcion de menores,Corrupcion de menores,6,6,7
93,2026,1,Aguascalientes,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0
94,2026,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas con fines de explotacion sexual,Trata de personas con fines de explotacion sexual,0,0,1
95,2026,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,0,0
96,2026,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas con fines de trafico de organos,Trata de personas con fines de trafico de organos,0,0,0
97,2026,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,0,0,0
98,2026,1,Aguascalientes,La sociedad,Pornografia infantil,Pornografia infantil,Pornografia infantil,0,1,1
99,2026,1,Aguascalientes,La sociedad,Discriminacion,Discriminacion,Discriminacion,0,0,0
100,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo posesion simple,Narcomenudeo posesion simple,389,303,312
101,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,385,419,437
102,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,0,0,0
103,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,Amenazas,200,208,258
104,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,32,42,49
105,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,Evasion de presos,0,0,0
106,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,Falsedad,7,11,12
107,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,Falsificacion,37,49,41
108,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,5,8,9
109,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,42,31,30
110,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,Electorales,2,0,0
111,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,0,0,0
112,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,13,13,27
113,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Tortura,Tortura,Tortura,2,5,2
114,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,12,11,4
115,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,72,73,84
116,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,26,17,14
117,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,10
118,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,32,40,32
119,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0
120,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0
121,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,6,2,2
122,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de transito,20,26,45
123,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,3
124,2026,2,Baja California,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,15,70,107
125,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,24,13,37
126,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,9,12,13
127,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,287,349,434
128,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0
129,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,1,1,1
130,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0
131,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,112,86,149
132,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de transito,19,20,0
133,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0
134,2026,2,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,1
135,2026,2,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,1
136,2026,2,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,2,0
137,2026,2,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0
138,2026,2,Baja California,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,3,1,2
139,2026,2,Baja California,La vida y la Integridad corporal,Aborto,Aborto,Aborto,6,5,7
140,2026,2,Baja California,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,16,5,12
141,2026,2,Baja California,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,0,0,0
142,2026,2,Baja California,Libertad personal,Secuestro,Secuestro con calidad de rehen,Secuestro con calidad de rehen,0,0,0
143,2026,2,Baja California,Libertad personal,Secuestro,Secuestro para causar dano,Secuestro para causar dano,0,0,0
144,2026,2,Baja California,Libertad personal,Secuestro,Secuestro expres,Secuestro expres,0,0,0
145,2026,2,Baja California,Libertad personal,Trafico de menores,Trafico de menores,Trafico de menores,0,0,0
146,2026,2,Baja California,Libertad personal,Rapto,Rapto,Rapto,0,0,0
147,2026,2,Baja California,Libertad personal,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Privacion ilegal de la libertad,32,47,53
148,2026,2,Baja California,Libertad personal,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,63,59,81
149,2026,2,Baja California,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,126,118,169
150,2026,2,Baja California,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,9,21,29
151,2026,2,Baja California,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,13,35,14
152,2026,2,Baja California,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,102,118,20
153,2026,2,Baja California,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0
154,2026,2,Baja California,La libertad y la seguridad sexual,Violacion,Violacion simple,Violacion simple,48,58,70
155,2026,2,Baja California,La libertad y la seguridad sexual,Violacion,Violacion equiparada,Violacion equiparada,12,11,19
156,2026,2,Baja California,La libertad y la seguridad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,30,34,30
157,2026,2,Baja California,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,54,53,38
158,2026,2,Baja California,El patrimonio,Robo,Robo a casa habitacion,Con violencia,10,13,8
159,2026,2,Baja California,El patrimonio,Robo,Robo a casa habitacion,Sin violencia,127,102,136
160,2026,2,Baja California,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Con violencia,50,49,61
161,2026,2,Baja California,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Sin violencia,506,493,474
162,2026,2,Baja California,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Con violencia,4,13,13
163,2026,2,Baja California,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Sin violencia,78,61,83
164,2026,2,Baja California,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Con violencia,0,0,0
165,2026,2,Baja California,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Sin violencia,0,0,0
166,2026,2,Baja California,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0
167,2026,2,Baja California,El patrimonio,Robo,Robo de autopartes,Sin violencia,10,3,10
168,2026,2,Baja California,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,2
169,2026,2,Baja California,El patrimonio,Robo,Robo a transportista,Sin violencia,3,0,0
170,2026,2,Baja California,El patrimonio,Robo,Robo a transeunte en via publica,Con violencia,140,132,183
171,2026,2,Baja California,El patrimonio,Robo,Robo a transeunte en via publica,Sin violencia,167,150,198
172,2026,2,Baja California,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Con violencia,0,0,0
173,2026,2,Baja California,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Sin violencia,1,0,0
174,2026,2,Baja California,El patrimonio,Robo,Robo en transporte publico individual,Con violencia,1,0,0
175,2026,2,Baja California,El patrimonio,Robo,Robo en transporte publico individual,Sin violencia,0,1,1
176,2026,2,Baja California,El patrimonio,Robo,Robo en transporte publico colectivo,Con violencia,0,0,0
177,2026,2,Baja California,El patrimonio,Robo,Robo en transporte publico colectivo,Sin violencia,3,3,2
178,2026,2,Baja California,El patrimonio,Robo,Robo en transporte individual,Con violencia,1,2,0
179,2026,2,Baja California,El patrimonio,Robo,Robo en transporte individual,Sin violencia,2,1,3
180,2026,2,Baja California,El patrimonio,Robo,Robo a institucion bancaria,Con violencia,0,1,0
181,2026,2,Baja California,El patrimonio,Robo,Robo a institucion bancaria,Sin violencia,0,0,0
182,2026,2,Baja California,El patrimonio,Robo,Robo a negocio,Con violencia,246,168,196
183,2026,2,Baja California,El patrimonio,Robo,Robo a negocio,Sin violencia,149,132,136
184,2026,2,Baja California,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0
185,2026,2,Baja California,El patrimonio,Robo,Robo de ganado,Sin violencia,0,6,5
186,2026,2,Baja California,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Con violencia,0,0,0
187,2026,2,Baja California,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Sin violencia,0,0,0
188,2026,2,Baja California,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,0,0
189,2026,2,Baja California,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,0,0
190,2026,2,Baja California,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Con violencia,0,0,0
191,2026,2,Baja California,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Sin violencia,0,0,0
192,2026,2,Baja California,El patrimonio,Robo,Otros robos,Con violencia,52,50,46
193,2026,2,Baja California,El patrimonio,Robo,Otros robos,Sin violencia,313,400,464
194,2026,2,Baja California,El patrimonio,Fraude,Fraude,Fraude,212,179,205
195,2026,2,Baja California,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,41,30,43
196,2026,2,Baja California,El patrimonio,Extorsion,Extorsion presencial,Extorsion presencial,0,0,0
197,2026,2,Baja California,El patrimonio,Extorsion,Tentativa de extorsion presencial,Tentativa de extorsion presencial,0,0,0
198,2026,2,Baja California,El patrimonio,Extorsion,Extorsion por otros medios,Extorsion por otros medios,6,5,29
199,2026,2,Baja California,El patrimonio,Extorsion,Tentativa de extorsion por otros medios,Tentativa de extorsion por otros medios,5,10,0
200,2026,2,Baja California,El patrimonio,Dano a la propiedad,Dano a la propiedad,Dano a la propiedad,455,433,572
201,2026,2,Baja California,El patrimonio,Despojo,Despojo,Despojo,85,94,112
202,2026,2,Baja California,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,7,4,1
203,2026,2,Baja California,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1203,1139,1530
204,2026,2,Baja California,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,0,0,0
205,2026,2,Baja California,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,87,100,102
206,2026,2,Baja California,La sociedad,Corrupcion de menores,Corrupcion de menores,Corrupcion de menores,16,22,24
207,2026,2,Baja California,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,5,115,98
208,2026,2,Baja California,La sociedad,Trata de personas,Trata de personas con fines de explotacion sexual,Trata de personas con fines de explotacion sexual,3,2,3
209,2026,2,Baja California,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,1,0
210,2026,2,Baja California,La sociedad,Trata de personas,Trata de personas con fines de trafico de organos,Trata de personas con fines de trafico de organos,0,0,0
211,2026,2,Baja California,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,1,0,0
212,2026,2,Baja California,La sociedad,Pornografia infantil,Pornografia infantil,Pornografia infantil,3,3,5
213,2026,2,Baja California,La sociedad,Discriminacion,Discriminacion,Discriminacion,1,3,1
214,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo posesion simple,Narcomenudeo posesion simple,666,640,662
215,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,640,346,508
216,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,0,0,0
217,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,Amenazas,284,311,420
218,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,227,245,257
219,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,Evasion de presos,0,2,0
220,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,Falsedad,15,23,34
221,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,Falsificacion,13,8,7
222,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,1,1,1
223,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,45,52,56
224,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,Electorales,0,1,4
225,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,3,3,4
226,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,51,39,54
227,2026,2,Baja California,Otros bienes juridicos afectados (del fuero comun),Tortura,Tortura,Tortura,2,3,4
228,2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,1
229,2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,3,3,2
230,2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,2,1,1
231,2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,1
232,2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,0,0,1
233,2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0
234,2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0
