,Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo
2087,2026,19,Nuevo Leon,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,64,127,138
2088,2026,19,Nuevo Leon,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,10,18,26
2089,2026,19,Nuevo Leon,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,25,60,80
2090,2026,19,Nuevo Leon,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,3,4,4
2091,2026,19,Nuevo Leon,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0
2092,2026,19,Nuevo Leon,La libertad y la seguridad sexual,Violacion,Violacion simple,Violacion simple,26,58,84
2093,2026,19,Nuevo Leon,La libertad y la seguridad sexual,Violacion,Violacion equiparada,Violacion equiparada,22,38,54
2094,2026,19,Nuevo Leon,La libertad y la seguridad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,33,35,60
2095,2026,19,Nuevo Leon,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,5,10,10
2096,2026,19,Nuevo Leon,El patrimonio,Robo,Robo a casa habitacion,Con violencia,14,13,21
2097,2026,19,Nuevo Leon,El patrimonio,Robo,Robo a casa habitacion,Sin violencia,129,59,61
2098,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Con violencia,3,8,7
2099,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Sin violencia,18,24,35
2100,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Con violencia,4,1,1
2101,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Sin violencia,22,3,7
2102,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Con violencia,0,0,0
2103,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Sin violencia,0,0,0
2104,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0
2105,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de autopartes,Sin violencia,9,2,4
2106,2026,19,Nuevo Leon,El patrimonio,Robo,Robo a transportista,Con violencia,1,2,4
2107,2026,19,Nuevo Leon,El patrimonio,Robo,Robo a transportista,Sin violencia,0,2,6
2108,2026,19,Nuevo Leon,El patrimonio,Robo,Robo a transeunte en via publica,Con violencia,96,158,153
2109,2026,19,Nuevo Leon,El patrimonio,Robo,Robo a transeunte en via publica,Sin violencia,19,22,1
2110,2026,19,Nuevo Leon,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Con violencia,17,15,29
2111,2026,19,Nuevo Leon,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Sin violencia,24,13,5
2112,2026,19,Nuevo Leon,El patrimonio,Robo,Robo en transporte publico individual,Con violencia,9,17,6
2113,2026,19,Nuevo Leon,El patrimonio,Robo,Robo en transporte publico individual,Sin violencia,0,4,1
2114,2026,19,Nuevo Leon,El patrimonio,Robo,Robo en transporte publico colectivo,Con violencia,1,2,2
2115,2026,19,Nuevo Leon,El patrimonio,Robo,Robo en transporte publico colectivo,Sin violencia,9,2,0
2116,2026,19,Nuevo Leon,El patrimonio,Robo,Robo en transporte individual,Con violencia,3,10,5
2117,2026,19,Nuevo Leon,El patrimonio,Robo,Robo en transporte individual,Sin violencia,1,2,0
2118,2026,19,Nuevo Leon,El patrimonio,Robo,Robo a institucion bancaria,Con violencia,0,0,0
2119,2026,19,Nuevo Leon,El patrimonio,Robo,Robo a institucion bancaria,Sin violencia,0,0,0
2120,2026,19,Nuevo Leon,El patrimonio,Robo,Robo a negocio,Con violencia,172,55,35
2121,2026,19,Nuevo Leon,El patrimonio,Robo,Robo a negocio,Sin violencia,105,31,60
2122,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0
2123,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de ganado,Sin violencia,5,5,5
2124,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Con violencia,0,0,0
2125,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Sin violencia,0,0,0
2126,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,0,0
2127,2026,19,Nuevo Leon,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,2,1
2128,2026,19,Nuevo Leon,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Con violencia,1,0,0
2129,2026,19,Nuevo Leon,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Sin violencia,4,0,4
2130,2026,19,Nuevo Leon,El patrimonio,Robo,Otros robos,Con violencia,14,13,16
2131,2026,19,Nuevo Leon,El patrimonio,Robo,Otros robos,Sin violencia,415,151,151
2132,2026,19,Nuevo Leon,El patrimonio,Fraude,Fraude,Fraude,307,131,340
2133,2026,19,Nuevo Leon,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,46,17,53
2134,2026,19,Nuevo Leon,El patrimonio,Extorsion,Extorsion presencial,Extorsion presencial,0,0,0
2135,2026,19,Nuevo Leon,El patrimonio,Extorsion,Tentativa de extorsion presencial,Tentativa de extorsion presencial,0,0,0
2136,2026,19,Nuevo Leon,El patrimonio,Extorsion,Extorsion por otros medios,Extorsion por otros medios,16,70,106
2137,2026,19,Nuevo Leon,El patrimonio,Extorsion,Tentativa de extorsion por otros medios,Tentativa de extorsion por otros medios,0,0,0
2138,2026,19,Nuevo Leon,El patrimonio,Dano a la propiedad,Dano a la propiedad,Dano a la propiedad,348,102,244
2139,2026,19,Nuevo Leon,El patrimonio,Despojo,Despojo,Despojo,58,46,90
2140,2026,19,Nuevo Leon,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,260,367,724
2141,2026,19,Nuevo Leon,La familia,Violencia familiar,Violencia familiar,Violencia familiar,645,1173,1751
2142,2026,19,Nuevo Leon,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,0,0,0
2143,2026,19,Nuevo Leon,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,22,80,68
2144,2026,19,Nuevo Leon,La sociedad,Corrupcion de menores,Corrupcion de menores,Corrupcion de menores,3,18,14
2145,2026,19,Nuevo Leon,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0
2146,2026,19,Nuevo Leon,La sociedad,Trata de personas,Trata de personas con fines de explotacion sexual,Trata de personas con fines de explotacion sexual,0,0,0
2147,2026,19,Nuevo Leon,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,0,0
2148,2026,19,Nuevo Leon,La sociedad,Trata de personas,Trata de personas con fines de trafico de organos,Trata de personas con fines de trafico de organos,0,0,0
2149,2026,19,Nuevo Leon,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,1,1,1
2150,2026,19,Nuevo Leon,La sociedad,Pornografia infantil,Pornografia infantil,Pornografia infantil,2,8,12
2151,2026,19,Nuevo Leon,La sociedad,Discriminacion,Discriminacion,Discriminacion,0,3,8
2152,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo posesion simple,Narcomenudeo posesion simple,479,798,748
2153,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,305,291,392
2154,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,19,54,47
2155,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,Amenazas,308,113,297
2156,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,26,26,16
2157,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,Evasion de presos,1,0,0
2158,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,Falsedad,2,13,23
2159,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,Falsificacion,31,50,62
2160,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,27,43,59
2161,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,96,134,142
2162,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,Electorales,0,0,2
2163,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,3,4,6
2164,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,92,21,44
2165,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Tortura,Tortura,Tortura,3,4,3
2166,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,3,4,10
2167,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,55,51,68
2168,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,2,7,4
2169,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0
2170,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,0,0,4
2171,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0
2172,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,1,1
2173,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,19,0,3
2174,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de transito,0,8,17
2175,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0
2176,2026,20,Oaxaca,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,12,8,0
2177,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,34,19,30
2178,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,12,8,14
2179,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,180,162,173
2180,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0
2181,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0
2182,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,1
2183,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,69,10,6
2184,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de transito,0,64,78
2185,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0
2186,2026,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,1,1,0
2187,2026,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0
2188,2026,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,2
2189,2026,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0
2190,2026,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,0,0,1
2191,2026,20,Oaxaca,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,0,0
2192,2026,20,Oaxaca,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,27,25,43
2193,2026,20,Oaxaca,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,3,0,1
2194,2026,20,Oaxaca,Libertad personal,Secuestro,Secuestro con calidad de rehen,Secuestro con calidad de rehen,0,0,0
2195,2026,20,Oaxaca,Libertad personal,Secuestro,Secuestro para causar dano,Secuestro para causar dano,0,1,0
2196,2026,20,Oaxaca,Libertad personal,Secuestro,Secuestro expres,Secuestro expres,0,1,0
2197,2026,20,Oaxaca,Libertad personal,Trafico de menores,Trafico de menores,Trafico de menores,0,0,0
2198,2026,20,Oaxaca,Libertad personal,Rapto,Rapto,Rapto,0,0,0
2199,2026,20,Oaxaca,Libertad personal,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Privacion ilegal de la libertad,12,18,12
2200,2026,20,Oaxaca,Libertad personal,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,9,0,8
2201,2026,20,Oaxaca,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,44,44,48
2202,2026,20,Oaxaca,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,11,12,15
2203,2026,20,Oaxaca,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,16,13,14
2204,2026,20,Oaxaca,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,6,3,4
2205,2026,20,Oaxaca,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0
2206,2026,20,Oaxaca,La libertad y la seguridad sexual,Violacion,Violacion simple,Violacion simple,21,22,31
2207,2026,20,Oaxaca,La libertad y la seguridad sexual,Violacion,Violacion equiparada,Violacion equiparada,25,23,36
2208,2026,20,Oaxaca,La libertad y la seguridad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,25,27,33
2209,2026,20,Oaxaca,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,16,12,10
2210,2026,20,Oaxaca,El patrimonio,Robo,Robo a casa habitacion,Con violencia,5,3,12
2211,2026,20,Oaxaca,El patrimonio,Robo,Robo a casa habitacion,Sin violencia,32,21,34
2212,2026,20,Oaxaca,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Con violencia,14,14,19
2213,2026,20,Oaxaca,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Sin violencia,57,57,55
2214,2026,20,Oaxaca,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Con violencia,8,14,17
2215,2026,20,Oaxaca,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Sin violencia,94,95,71
2216,2026,20,Oaxaca,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Con violencia,0,0,0
2217,2026,20,Oaxaca,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Sin violencia,0,0,0
2218,2026,20,Oaxaca,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0
2219,2026,20,Oaxaca,El patrimonio,Robo,Robo de autopartes,Sin violencia,2,3,0
2220,2026,20,Oaxaca,El patrimonio,Robo,Robo a transportista,Con violencia,5,8,1
2221,2026,20,Oaxaca,El patrimonio,Robo,Robo a transportista,Sin violencia,3,1,1
2222,2026,20,Oaxaca,El patrimonio,Robo,Robo a transeunte en via publica,Con violencia,16,13,16
2223,2026,20,Oaxaca,El patrimonio,Robo,Robo a transeunte en via publica,Sin violencia,4,5,5
2224,2026,20,Oaxaca,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Con violencia,0,2,1
2225,2026,20,Oaxaca,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Sin violencia,0,1,1
2226,2026,20,Oaxaca,El patrimonio,Robo,Robo en transporte publico individual,Con violencia,0,0,0
2227,2026,20,Oaxaca,El patrimonio,Robo,Robo en transporte publico individual,Sin violencia,0,0,0
2228,2026,20,Oaxaca,El patrimonio,Robo,Robo en transporte publico colectivo,Con violencia,0,0,0
2229,2026,20,Oaxaca,El patrimonio,Robo,Robo en transporte publico colectivo,Sin violencia,0,0,0
2230,2026,20,Oaxaca,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0
2231,2026,20,Oaxaca,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0
2232,2026,20,Oaxaca,El patrimonio,Robo,Robo a institucion bancaria,Con violencia,1,0,1
2233,2026,20,Oaxaca,El patrimonio,Robo,Robo a institucion bancaria,Sin violencia,0,0,0
2234,2026,20,Oaxaca,El patrimonio,Robo,Robo a negocio,Con violencia,14,20,19
2235,2026,20,Oaxaca,El patrimonio,Robo,Robo a negocio,Sin violencia,32,37,46
2236,2026,20,Oaxaca,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0
2237,2026,20,Oaxaca,El patrimonio,Robo,Robo de ganado,Sin violencia,5,6,2
2238,2026,20,Oaxaca,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Con violencia,1,0,0
2239,2026,20,Oaxaca,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Sin violencia,0,0,0
2240,2026,20,Oaxaca,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,0,0
2241,2026,20,Oaxaca,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,0,0
2242,2026,20,Oaxaca,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Con violencia,0,0,0
2243,2026,20,Oaxaca,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Sin violencia,0,0,0
2244,2026,20,Oaxaca,El patrimonio,Robo,Otros robos,Con violencia,23,21,28
2245,2026,20,Oaxaca,El patrimonio,Robo,Otros robos,Sin violencia,70,62,37
2246,2026,20,Oaxaca,El patrimonio,Fraude,Fraude,Fraude,103,103,103
2247,2026,20,Oaxaca,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,27,21,21
2248,2026,20,Oaxaca,El patrimonio,Extorsion,Extorsion presencial,Extorsion presencial,0,0,0
2249,2026,20,Oaxaca,El patrimonio,Extorsion,Tentativa de extorsion presencial,Tentativa de extorsion presencial,0,0,0
2250,2026,20,Oaxaca,El patrimonio,Extorsion,Extorsion por otros medios,Extorsion por otros medios,5,4,6
2251,2026,20,Oaxaca,El patrimonio,Extorsion,Tentativa de extorsion por otros medios,Tentativa de extorsion por otros medios,0,0,0
2252,2026,20,Oaxaca,El patrimonio,Dano a la propiedad,Dano a la propiedad,Dano a la propiedad,103,128,136
2253,2026,20,Oaxaca,El patrimonio,Despojo,Despojo,Despojo,50,66,62
2254,2026,20,Oaxaca,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,7,18,7
2255,2026,20,Oaxaca,La familia,Violencia familiar,Violencia familiar,Violencia familiar,259,238,302
2256,2026,20,Oaxaca,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,0,0,0
2257,2026,20,Oaxaca,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,14,29,22
2258,2026,20,Oaxaca,La sociedad,Corrupcion de menores,Corrupcion de menores,Corrupcion de menores,3,3,2
2259,2026,20,Oaxaca,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,83,126,43
2260,2026,20,Oaxaca,La sociedad,Trata de personas,Trata de personas con fines de explotacion sexual,Trata de personas con fines de explotacion sexual,0,2,0
2261,2026,20,Oaxaca,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,0,0
2262,2026,20,Oaxaca,La sociedad,Trata de personas,Trata de personas con fines de trafico de organos,Trata de personas con fines de trafico de organos,0,0,0
2263,2026,20,Oaxaca,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,0,0,1
2264,2026,20,Oaxaca,La sociedad,Pornografia infantil,Pornografia infantil,Pornografia infantil,2,2,0
2265,2026,20,Oaxaca,La sociedad,Discriminacion,Discriminacion,Discriminacion,7,0,0
2266,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo posesion simple,Narcomenudeo posesion simple,55,21,22
2267,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,67,51,15
2268,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,20,48,49
2269,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,Amenazas,280,307,311
2270,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,23,15,21
2271,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,Evasion de presos,1,0,0
2272,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,Falsedad,10,27,27
2273,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,Falsificacion,26,26,35
2274,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,2,0,0
2275,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,13,24,24
2276,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,Electorales,16,13,6
2277,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,0,0,0
2278,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,19,0,0
2279,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Tortura,Tortura,Tortura,5,5,13
2280,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,7,4,5
2281,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,40,32,34
2282,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,13,4,10
2283,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0
2284,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,2,5,6
2285,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0
2286,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0
2287,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,1,1,2
2288,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de transito,58,56,59
2289,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0
2290,2026,21,Puebla,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,16,16,21
2291,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,26,15,18
2292,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,21,17,18
2293,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,302,306,379
2294,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0
2295,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0
2296,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0
2297,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,27,11,10
2298,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de transito,75,65,0
2299,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,3,76
2300,2026,21,Puebla,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,1,0,1
2301,2026,21,Puebla,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0
2302,2026,21,Puebla,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,1,0,0
2303,2026,21,Puebla,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0
2304,2026,21,Puebla,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,1,0,3
2305,2026,21,Puebla,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,1,1
2306,2026,21,Puebla,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,1,0,1
2307,2026,21,Puebla,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,1,2,1
2308,2026,21,Puebla,Libertad personal,Secuestro,Secuestro con calidad de rehen,Secuestro con calidad de rehen,0,0,0
2309,2026,21,Puebla,Libertad personal,Secuestro,Secuestro para causar dano,Secuestro para causar dano,0,0,0
2310,2026,21,Puebla,Libertad personal,Secuestro,Secuestro expres,Secuestro expres,1,0,0
2311,2026,21,Puebla,Libertad personal,Trafico de menores,Trafico de menores,Trafico de menores,0,0,0
2312,2026,21,Puebla,Libertad personal,Rapto,Rapto,Rapto,0,0,0
2313,2026,21,Puebla,Libertad personal,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Privacion ilegal de la libertad,9,6,15
2314,2026,21,Puebla,Libertad personal,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,56,56,54
