,Ano,Clave_Ent,Entidad,Bien juridico afectado,Tipo de delito,Subtipo de delito,Modalidad,Mes,Total_delitos,Ano_mes
1236,2026,11,Guanajuato,La sociedad,Trata de personas,Trata de personas con fines de trafico de organos,Trata de personas con fines de trafico de organos,Enero,0,2026-Enero
1237,2026,11,Guanajuato,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,Enero,6,2026-Enero
1238,2026,11,Guanajuato,La sociedad,Pornografia infantil,Pornografia infantil,Pornografia infantil,Enero,0,2026-Enero
1239,2026,11,Guanajuato,La sociedad,Discriminacion,Discriminacion,Discriminacion,Enero,0,2026-Enero
1240,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo posesion simple,Narcomenudeo posesion simple,Enero,482,2026-Enero
1241,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Enero,1585,2026-Enero
1242,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,Enero,365,2026-Enero
1243,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,Amenazas,Enero,1079,2026-Enero
1244,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,Enero,43,2026-Enero
1245,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,Evasion de presos,Enero,0,2026-Enero
1246,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,Falsedad,Enero,19,2026-Enero
1247,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,Falsificacion,Enero,81,2026-Enero
1248,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,Enero,0,2026-Enero
1249,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Enero,17,2026-Enero
1250,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,Electorales,Enero,0,2026-Enero
1251,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Enero,0,2026-Enero
1252,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Enero,89,2026-Enero
1253,2026,11,Guanajuato,Otros bienes juridicos afectados (del fuero comun),Tortura,Tortura,Tortura,Enero,1,2026-Enero
1254,2026,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Enero,2,2026-Enero
1255,2026,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Enero,60,2026-Enero
1256,2026,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Enero,14,2026-Enero
1257,2026,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Enero,0,2026-Enero
1258,2026,12,Guerrero,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,Enero,0,2026-Enero
1259,2026,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Enero,0,2026-Enero
1260,2026,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Enero,0,2026-Enero
1261,2026,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Enero,4,2026-Enero
1262,2026,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de transito,Enero,23,2026-Enero
1263,2026,12,Guerrero,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Enero,0,2026-Enero
1264,2026,12,Guerrero,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Enero,3,2026-Enero
1265,2026,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Enero,9,2026-Enero
1266,2026,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Enero,29,2026-Enero
1267,2026,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Enero,216,2026-Enero
1268,2026,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Enero,0,2026-Enero
1269,2026,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Enero,0,2026-Enero
1270,2026,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Enero,0,2026-Enero
1271,2026,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Enero,13,2026-Enero
1272,2026,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de transito,Enero,49,2026-Enero
1273,2026,12,Guerrero,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Enero,0,2026-Enero
1274,2026,12,Guerrero,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Enero,0,2026-Enero
1275,2026,12,Guerrero,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Enero,1,2026-Enero
1276,2026,12,Guerrero,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Enero,1,2026-Enero
1277,2026,12,Guerrero,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Enero,0,2026-Enero
1278,2026,12,Guerrero,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,Enero,0,2026-Enero
1279,2026,12,Guerrero,La vida y la Integridad corporal,Aborto,Aborto,Aborto,Enero,0,2026-Enero
1280,2026,12,Guerrero,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Enero,31,2026-Enero
1281,2026,12,Guerrero,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,Enero,0,2026-Enero
1282,2026,12,Guerrero,Libertad personal,Secuestro,Secuestro con calidad de rehen,Secuestro con calidad de rehen,Enero,0,2026-Enero
1283,2026,12,Guerrero,Libertad personal,Secuestro,Secuestro para causar dano,Secuestro para causar dano,Enero,0,2026-Enero
1284,2026,12,Guerrero,Libertad personal,Secuestro,Secuestro expres,Secuestro expres,Enero,0,2026-Enero
1285,2026,12,Guerrero,Libertad personal,Trafico de menores,Trafico de menores,Trafico de menores,Enero,0,2026-Enero
1286,2026,12,Guerrero,Libertad personal,Rapto,Rapto,Rapto,Enero,2,2026-Enero
1287,2026,12,Guerrero,Libertad personal,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Enero,18,2026-Enero
1288,2026,12,Guerrero,Libertad personal,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Enero,8,2026-Enero
1289,2026,12,Guerrero,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,Enero,27,2026-Enero
1290,2026,12,Guerrero,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,2,2026-Enero
1291,2026,12,Guerrero,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,Enero,10,2026-Enero
1292,2026,12,Guerrero,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,Enero,4,2026-Enero
1293,2026,12,Guerrero,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,Enero,0,2026-Enero
1294,2026,12,Guerrero,La libertad y la seguridad sexual,Violacion,Violacion simple,Violacion simple,Enero,20,2026-Enero
1295,2026,12,Guerrero,La libertad y la seguridad sexual,Violacion,Violacion equiparada,Violacion equiparada,Enero,15,2026-Enero
1296,2026,12,Guerrero,La libertad y la seguridad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Enero,0,2026-Enero
1297,2026,12,Guerrero,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Enero,0,2026-Enero
1298,2026,12,Guerrero,El patrimonio,Robo,Robo a casa habitacion,Con violencia,Enero,5,2026-Enero
1299,2026,12,Guerrero,El patrimonio,Robo,Robo a casa habitacion,Sin violencia,Enero,11,2026-Enero
1300,2026,12,Guerrero,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Con violencia,Enero,61,2026-Enero
1301,2026,12,Guerrero,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Sin violencia,Enero,32,2026-Enero
1302,2026,12,Guerrero,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Con violencia,Enero,10,2026-Enero
1303,2026,12,Guerrero,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Sin violencia,Enero,65,2026-Enero
1304,2026,12,Guerrero,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Con violencia,Enero,0,2026-Enero
1305,2026,12,Guerrero,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Sin violencia,Enero,1,2026-Enero
1306,2026,12,Guerrero,El patrimonio,Robo,Robo de autopartes,Con violencia,Enero,0,2026-Enero
1307,2026,12,Guerrero,El patrimonio,Robo,Robo de autopartes,Sin violencia,Enero,3,2026-Enero
1308,2026,12,Guerrero,El patrimonio,Robo,Robo a transportista,Con violencia,Enero,0,2026-Enero
1309,2026,12,Guerrero,El patrimonio,Robo,Robo a transportista,Sin violencia,Enero,0,2026-Enero
1310,2026,12,Guerrero,El patrimonio,Robo,Robo a transeunte en via publica,Con violencia,Enero,4,2026-Enero
1311,2026,12,Guerrero,El patrimonio,Robo,Robo a transeunte en via publica,Sin violencia,Enero,0,2026-Enero
1312,2026,12,Guerrero,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Con violencia,Enero,0,2026-Enero
1313,2026,12,Guerrero,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Sin violencia,Enero,0,2026-Enero
1314,2026,12,Guerrero,El patrimonio,Robo,Robo en transporte publico individual,Con violencia,Enero,0,2026-Enero
1315,2026,12,Guerrero,El patrimonio,Robo,Robo en transporte publico individual,Sin violencia,Enero,0,2026-Enero
1316,2026,12,Guerrero,El patrimonio,Robo,Robo en transporte publico colectivo,Con violencia,Enero,0,2026-Enero
1317,2026,12,Guerrero,El patrimonio,Robo,Robo en transporte publico colectivo,Sin violencia,Enero,0,2026-Enero
1318,2026,12,Guerrero,El patrimonio,Robo,Robo en transporte individual,Con violencia,Enero,0,2026-Enero
1319,2026,12,Guerrero,El patrimonio,Robo,Robo en transporte individual,Sin violencia,Enero,0,2026-Enero
1320,2026,12,Guerrero,El patrimonio,Robo,Robo a institucion bancaria,Con violencia,Enero,0,2026-Enero
1321,2026,12,Guerrero,El patrimonio,Robo,Robo a institucion bancaria,Sin violencia,Enero,0,2026-Enero
1322,2026,12,Guerrero,El patrimonio,Robo,Robo a negocio,Con violencia,Enero,8,2026-Enero
1323,2026,12,Guerrero,El patrimonio,Robo,Robo a negocio,Sin violencia,Enero,32,2026-Enero
1324,2026,12,Guerrero,El patrimonio,Robo,Robo de ganado,Con violencia,Enero,0,2026-Enero
1325,2026,12,Guerrero,El patrimonio,Robo,Robo de ganado,Sin violencia,Enero,4,2026-Enero
1326,2026,12,Guerrero,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Con violencia,Enero,0,2026-Enero
1327,2026,12,Guerrero,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Sin violencia,Enero,0,2026-Enero
1328,2026,12,Guerrero,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,Enero,0,2026-Enero
1329,2026,12,Guerrero,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,Enero,0,2026-Enero
1330,2026,12,Guerrero,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Con violencia,Enero,0,2026-Enero
1331,2026,12,Guerrero,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Sin violencia,Enero,0,2026-Enero
1332,2026,12,Guerrero,El patrimonio,Robo,Otros robos,Con violencia,Enero,52,2026-Enero
1333,2026,12,Guerrero,El patrimonio,Robo,Otros robos,Sin violencia,Enero,108,2026-Enero
1334,2026,12,Guerrero,El patrimonio,Fraude,Fraude,Fraude,Enero,72,2026-Enero
1335,2026,12,Guerrero,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Enero,26,2026-Enero
1336,2026,12,Guerrero,El patrimonio,Extorsion,Extorsion presencial,Extorsion presencial,Enero,0,2026-Enero
1337,2026,12,Guerrero,El patrimonio,Extorsion,Tentativa de extorsion presencial,Tentativa de extorsion presencial,Enero,0,2026-Enero
1338,2026,12,Guerrero,El patrimonio,Extorsion,Extorsion por otros medios,Extorsion por otros medios,Enero,6,2026-Enero
1339,2026,12,Guerrero,El patrimonio,Extorsion,Tentativa de extorsion por otros medios,Tentativa de extorsion por otros medios,Enero,0,2026-Enero
1340,2026,12,Guerrero,El patrimonio,Dano a la propiedad,Dano a la propiedad,Dano a la propiedad,Enero,184,2026-Enero
1341,2026,12,Guerrero,El patrimonio,Despojo,Despojo,Despojo,Enero,33,2026-Enero
1342,2026,12,Guerrero,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,Enero,10,2026-Enero
1343,2026,12,Guerrero,La familia,Violencia familiar,Violencia familiar,Violencia familiar,Enero,249,2026-Enero
1344,2026,12,Guerrero,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Enero,41,2026-Enero
1345,2026,12,Guerrero,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Enero,41,2026-Enero
1346,2026,12,Guerrero,La sociedad,Corrupcion de menores,Corrupcion de menores,Corrupcion de menores,Enero,2,2026-Enero
1347,2026,12,Guerrero,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Enero,0,2026-Enero
1348,2026,12,Guerrero,La sociedad,Trata de personas,Trata de personas con fines de explotacion sexual,Trata de personas con fines de explotacion sexual,Enero,0,2026-Enero
1349,2026,12,Guerrero,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,Enero,0,2026-Enero
1350,2026,12,Guerrero,La sociedad,Trata de personas,Trata de personas con fines de trafico de organos,Trata de personas con fines de trafico de organos,Enero,0,2026-Enero
1351,2026,12,Guerrero,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,Enero,1,2026-Enero
1352,2026,12,Guerrero,La sociedad,Pornografia infantil,Pornografia infantil,Pornografia infantil,Enero,0,2026-Enero
1353,2026,12,Guerrero,La sociedad,Discriminacion,Discriminacion,Discriminacion,Enero,1,2026-Enero
1354,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo posesion simple,Narcomenudeo posesion simple,Enero,90,2026-Enero
1355,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Enero,48,2026-Enero
1356,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,Enero,1,2026-Enero
1357,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,Amenazas,Enero,241,2026-Enero
1358,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,Enero,24,2026-Enero
1359,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,Evasion de presos,Enero,0,2026-Enero
1360,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,Falsedad,Enero,2,2026-Enero
1361,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,Falsificacion,Enero,14,2026-Enero
1362,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,Enero,1,2026-Enero
1363,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Enero,19,2026-Enero
1364,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,Electorales,Enero,1,2026-Enero
1365,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Enero,0,2026-Enero
1366,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Enero,0,2026-Enero
1367,2026,12,Guerrero,Otros bienes juridicos afectados (del fuero comun),Tortura,Tortura,Tortura,Enero,0,2026-Enero
1368,2026,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Enero,0,2026-Enero
1369,2026,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Enero,18,2026-Enero
1370,2026,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Enero,2,2026-Enero
1371,2026,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Enero,0,2026-Enero
1372,2026,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,Enero,0,2026-Enero
1373,2026,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Enero,0,2026-Enero
1374,2026,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Enero,0,2026-Enero
1375,2026,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Enero,0,2026-Enero
1376,2026,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de transito,Enero,11,2026-Enero
1377,2026,13,Hidalgo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Enero,0,2026-Enero
1378,2026,13,Hidalgo,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Enero,39,2026-Enero
1379,2026,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Enero,15,2026-Enero
1380,2026,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Enero,9,2026-Enero
1381,2026,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Enero,353,2026-Enero
1382,2026,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Enero,0,2026-Enero
1383,2026,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Enero,0,2026-Enero
1384,2026,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Enero,2,2026-Enero
1385,2026,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Enero,118,2026-Enero
1386,2026,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de transito,Enero,58,2026-Enero
1387,2026,13,Hidalgo,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Enero,0,2026-Enero
1388,2026,13,Hidalgo,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Enero,0,2026-Enero
1389,2026,13,Hidalgo,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Enero,0,2026-Enero
1390,2026,13,Hidalgo,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Enero,0,2026-Enero
1391,2026,13,Hidalgo,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Enero,0,2026-Enero
1392,2026,13,Hidalgo,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,Enero,0,2026-Enero
1393,2026,13,Hidalgo,La vida y la Integridad corporal,Aborto,Aborto,Aborto,Enero,1,2026-Enero
1394,2026,13,Hidalgo,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Enero,1,2026-Enero
1395,2026,13,Hidalgo,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,Enero,0,2026-Enero
1396,2026,13,Hidalgo,Libertad personal,Secuestro,Secuestro con calidad de rehen,Secuestro con calidad de rehen,Enero,0,2026-Enero
1397,2026,13,Hidalgo,Libertad personal,Secuestro,Secuestro para causar dano,Secuestro para causar dano,Enero,0,2026-Enero
1398,2026,13,Hidalgo,Libertad personal,Secuestro,Secuestro expres,Secuestro expres,Enero,0,2026-Enero
1399,2026,13,Hidalgo,Libertad personal,Trafico de menores,Trafico de menores,Trafico de menores,Enero,0,2026-Enero
1400,2026,13,Hidalgo,Libertad personal,Rapto,Rapto,Rapto,Enero,0,2026-Enero
1401,2026,13,Hidalgo,Libertad personal,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Enero,63,2026-Enero
1402,2026,13,Hidalgo,Libertad personal,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Enero,11,2026-Enero
1403,2026,13,Hidalgo,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,Enero,55,2026-Enero
1404,2026,13,Hidalgo,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,4,2026-Enero
1405,2026,13,Hidalgo,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,Enero,0,2026-Enero
1406,2026,13,Hidalgo,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,Enero,22,2026-Enero
1407,2026,13,Hidalgo,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,Enero,0,2026-Enero
1408,2026,13,Hidalgo,La libertad y la seguridad sexual,Violacion,Violacion simple,Violacion simple,Enero,25,2026-Enero
1409,2026,13,Hidalgo,La libertad y la seguridad sexual,Violacion,Violacion equiparada,Violacion equiparada,Enero,32,2026-Enero
1410,2026,13,Hidalgo,La libertad y la seguridad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Enero,29,2026-Enero
1411,2026,13,Hidalgo,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Enero,73,2026-Enero
1412,2026,13,Hidalgo,El patrimonio,Robo,Robo a casa habitacion,Con violencia,Enero,7,2026-Enero
1413,2026,13,Hidalgo,El patrimonio,Robo,Robo a casa habitacion,Sin violencia,Enero,136,2026-Enero
1414,2026,13,Hidalgo,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Con violencia,Enero,39,2026-Enero
1415,2026,13,Hidalgo,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Sin violencia,Enero,98,2026-Enero
1416,2026,13,Hidalgo,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Con violencia,Enero,20,2026-Enero
1417,2026,13,Hidalgo,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Sin violencia,Enero,105,2026-Enero
1418,2026,13,Hidalgo,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Con violencia,Enero,0,2026-Enero
1419,2026,13,Hidalgo,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Sin violencia,Enero,0,2026-Enero
1420,2026,13,Hidalgo,El patrimonio,Robo,Robo de autopartes,Con violencia,Enero,0,2026-Enero
1421,2026,13,Hidalgo,El patrimonio,Robo,Robo de autopartes,Sin violencia,Enero,5,2026-Enero
1422,2026,13,Hidalgo,El patrimonio,Robo,Robo a transportista,Con violencia,Enero,1,2026-Enero
1423,2026,13,Hidalgo,El patrimonio,Robo,Robo a transportista,Sin violencia,Enero,0,2026-Enero
1424,2026,13,Hidalgo,El patrimonio,Robo,Robo a transeunte en via publica,Con violencia,Enero,39,2026-Enero
1425,2026,13,Hidalgo,El patrimonio,Robo,Robo a transeunte en via publica,Sin violencia,Enero,6,2026-Enero
1426,2026,13,Hidalgo,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Con violencia,Enero,73,2026-Enero
1427,2026,13,Hidalgo,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Sin violencia,Enero,13,2026-Enero
1428,2026,13,Hidalgo,El patrimonio,Robo,Robo en transporte publico individual,Con violencia,Enero,51,2026-Enero
1429,2026,13,Hidalgo,El patrimonio,Robo,Robo en transporte publico individual,Sin violencia,Enero,5,2026-Enero
1430,2026,13,Hidalgo,El patrimonio,Robo,Robo en transporte publico colectivo,Con violencia,Enero,4,2026-Enero
1431,2026,13,Hidalgo,El patrimonio,Robo,Robo en transporte publico colectivo,Sin violencia,Enero,0,2026-Enero
1432,2026,13,Hidalgo,El patrimonio,Robo,Robo en transporte individual,Con violencia,Enero,0,2026-Enero
1433,2026,13,Hidalgo,El patrimonio,Robo,Robo en transporte individual,Sin violencia,Enero,0,2026-Enero
1434,2026,13,Hidalgo,El patrimonio,Robo,Robo a institucion bancaria,Con violencia,Enero,0,2026-Enero
1435,2026,13,Hidalgo,El patrimonio,Robo,Robo a institucion bancaria,Sin violencia,Enero,0,2026-Enero
1436,2026,13,Hidalgo,El patrimonio,Robo,Robo a negocio,Con violencia,Enero,81,2026-Enero
1437,2026,13,Hidalgo,El patrimonio,Robo,Robo a negocio,Sin violencia,Enero,91,2026-Enero
1438,2026,13,Hidalgo,El patrimonio,Robo,Robo de ganado,Con violencia,Enero,0,2026-Enero
1439,2026,13,Hidalgo,El patrimonio,Robo,Robo de ganado,Sin violencia,Enero,9,2026-Enero
1440,2026,13,Hidalgo,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Con violencia,Enero,1,2026-Enero
1441,2026,13,Hidalgo,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Sin violencia,Enero,1,2026-Enero
1442,2026,13,Hidalgo,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,Enero,0,2026-Enero
1443,2026,13,Hidalgo,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,Enero,0,2026-Enero
