,Ano,Clave_Ent,Entidad,Bien juridico afectado,Tipo de delito,Subtipo de delito,Modalidad,Mes,Total_delitos,Ano_mes
0,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Enero,1,2026-Enero
1,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Enero,4,2026-Enero
2,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Enero,0,2026-Enero
3,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Enero,0,2026-Enero
4,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,Enero,1,2026-Enero
5,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Enero,0,2026-Enero
6,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Enero,0,2026-Enero
7,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Enero,0,2026-Enero
8,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de transito,Enero,10,2026-Enero
9,2026,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Enero,1,2026-Enero
10,2026,1,Aguascalientes,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Enero,11,2026-Enero
11,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Enero,21,2026-Enero
12,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Enero,6,2026-Enero
13,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Enero,163,2026-Enero
14,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Enero,48,2026-Enero
15,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Enero,0,2026-Enero
16,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Enero,0,2026-Enero
17,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Enero,9,2026-Enero
18,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de transito,Enero,79,2026-Enero
19,2026,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Enero,0,2026-Enero
20,2026,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Enero,0,2026-Enero
21,2026,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Enero,0,2026-Enero
22,2026,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Enero,0,2026-Enero
23,2026,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Enero,0,2026-Enero
24,2026,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,Enero,0,2026-Enero
25,2026,1,Aguascalientes,La vida y la Integridad corporal,Aborto,Aborto,Aborto,Enero,1,2026-Enero
26,2026,1,Aguascalientes,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Enero,0,2026-Enero
27,2026,1,Aguascalientes,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,Enero,0,2026-Enero
28,2026,1,Aguascalientes,Libertad personal,Secuestro,Secuestro con calidad de rehen,Secuestro con calidad de rehen,Enero,0,2026-Enero
29,2026,1,Aguascalientes,Libertad personal,Secuestro,Secuestro para causar dano,Secuestro para causar dano,Enero,0,2026-Enero
30,2026,1,Aguascalientes,Libertad personal,Secuestro,Secuestro expres,Secuestro expres,Enero,0,2026-Enero
31,2026,1,Aguascalientes,Libertad personal,Trafico de menores,Trafico de menores,Trafico de menores,Enero,0,2026-Enero
32,2026,1,Aguascalientes,Libertad personal,Rapto,Rapto,Rapto,Enero,0,2026-Enero
33,2026,1,Aguascalientes,Libertad personal,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Enero,8,2026-Enero
34,2026,1,Aguascalientes,Libertad personal,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Enero,13,2026-Enero
35,2026,1,Aguascalientes,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,Enero,0,2026-Enero
36,2026,1,Aguascalientes,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,39,2026-Enero
37,2026,1,Aguascalientes,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,Enero,0,2026-Enero
38,2026,1,Aguascalientes,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,Enero,11,2026-Enero
39,2026,1,Aguascalientes,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,Enero,0,2026-Enero
40,2026,1,Aguascalientes,La libertad y la seguridad sexual,Violacion,Violacion simple,Violacion simple,Enero,18,2026-Enero
41,2026,1,Aguascalientes,La libertad y la seguridad sexual,Violacion,Violacion equiparada,Violacion equiparada,Enero,10,2026-Enero
42,2026,1,Aguascalientes,La libertad y la seguridad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Enero,0,2026-Enero
43,2026,1,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Enero,11,2026-Enero
44,2026,1,Aguascalientes,El patrimonio,Robo,Robo a casa habitacion,Con violencia,Enero,9,2026-Enero
45,2026,1,Aguascalientes,El patrimonio,Robo,Robo a casa habitacion,Sin violencia,Enero,142,2026-Enero
46,2026,1,Aguascalientes,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Con violencia,Enero,5,2026-Enero
47,2026,1,Aguascalientes,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Sin violencia,Enero,24,2026-Enero
48,2026,1,Aguascalientes,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Con violencia,Enero,1,2026-Enero
49,2026,1,Aguascalientes,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Sin violencia,Enero,71,2026-Enero
50,2026,1,Aguascalientes,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Con violencia,Enero,0,2026-Enero
51,2026,1,Aguascalientes,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Sin violencia,Enero,0,2026-Enero
52,2026,1,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Con violencia,Enero,0,2026-Enero
53,2026,1,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Sin violencia,Enero,18,2026-Enero
54,2026,1,Aguascalientes,El patrimonio,Robo,Robo a transportista,Con violencia,Enero,0,2026-Enero
55,2026,1,Aguascalientes,El patrimonio,Robo,Robo a transportista,Sin violencia,Enero,0,2026-Enero
56,2026,1,Aguascalientes,El patrimonio,Robo,Robo a transeunte en via publica,Con violencia,Enero,37,2026-Enero
57,2026,1,Aguascalientes,El patrimonio,Robo,Robo a transeunte en via publica,Sin violencia,Enero,65,2026-Enero
58,2026,1,Aguascalientes,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Con violencia,Enero,0,2026-Enero
59,2026,1,Aguascalientes,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Sin violencia,Enero,0,2026-Enero
60,2026,1,Aguascalientes,El patrimonio,Robo,Robo en transporte publico individual,Con violencia,Enero,3,2026-Enero
61,2026,1,Aguascalientes,El patrimonio,Robo,Robo en transporte publico individual,Sin violencia,Enero,6,2026-Enero
62,2026,1,Aguascalientes,El patrimonio,Robo,Robo en transporte publico colectivo,Con violencia,Enero,0,2026-Enero
63,2026,1,Aguascalientes,El patrimonio,Robo,Robo en transporte publico colectivo,Sin violencia,Enero,2,2026-Enero
64,2026,1,Aguascalientes,El patrimonio,Robo,Robo en transporte individual,Con violencia,Enero,2,2026-Enero
65,2026,1,Aguascalientes,El patrimonio,Robo,Robo en transporte individual,Sin violencia,Enero,0,2026-Enero
66,2026,1,Aguascalientes,El patrimonio,Robo,Robo a institucion bancaria,Con violencia,Enero,0,2026-Enero
67,2026,1,Aguascalientes,El patrimonio,Robo,Robo a institucion bancaria,Sin violencia,Enero,0,2026-Enero
68,2026,1,Aguascalientes,El patrimonio,Robo,Robo a negocio,Con violencia,Enero,20,2026-Enero
69,2026,1,Aguascalientes,El patrimonio,Robo,Robo a negocio,Sin violencia,Enero,111,2026-Enero
70,2026,1,Aguascalientes,El patrimonio,Robo,Robo de ganado,Con violencia,Enero,0,2026-Enero
71,2026,1,Aguascalientes,El patrimonio,Robo,Robo de ganado,Sin violencia,Enero,12,2026-Enero
72,2026,1,Aguascalientes,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Con violencia,Enero,0,2026-Enero
73,2026,1,Aguascalientes,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Sin violencia,Enero,0,2026-Enero
74,2026,1,Aguascalientes,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,Enero,0,2026-Enero
75,2026,1,Aguascalientes,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,Enero,0,2026-Enero
76,2026,1,Aguascalientes,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Con violencia,Enero,0,2026-Enero
77,2026,1,Aguascalientes,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Sin violencia,Enero,0,2026-Enero
78,2026,1,Aguascalientes,El patrimonio,Robo,Otros robos,Con violencia,Enero,1,2026-Enero
79,2026,1,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,Enero,170,2026-Enero
80,2026,1,Aguascalientes,El patrimonio,Fraude,Fraude,Fraude,Enero,193,2026-Enero
81,2026,1,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Enero,71,2026-Enero
82,2026,1,Aguascalientes,El patrimonio,Extorsion,Extorsion presencial,Extorsion presencial,Enero,1,2026-Enero
83,2026,1,Aguascalientes,El patrimonio,Extorsion,Tentativa de extorsion presencial,Tentativa de extorsion presencial,Enero,0,2026-Enero
84,2026,1,Aguascalientes,El patrimonio,Extorsion,Extorsion por otros medios,Extorsion por otros medios,Enero,0,2026-Enero
85,2026,1,Aguascalientes,El patrimonio,Extorsion,Tentativa de extorsion por otros medios,Tentativa de extorsion por otros medios,Enero,1,2026-Enero
86,2026,1,Aguascalientes,El patrimonio,Dano a la propiedad,Dano a la propiedad,Dano a la propiedad,Enero,409,2026-Enero
87,2026,1,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,Enero,35,2026-Enero
88,2026,1,Aguascalientes,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,Enero,2,2026-Enero
89,2026,1,Aguascalientes,La familia,Violencia familiar,Violencia familiar,Violencia familiar,Enero,206,2026-Enero
90,2026,1,Aguascalientes,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Enero,1,2026-Enero
91,2026,1,Aguascalientes,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Enero,26,2026-Enero
92,2026,1,Aguascalientes,La sociedad,Corrupcion de menores,Corrupcion de menores,Corrupcion de menores,Enero,6,2026-Enero
93,2026,1,Aguascalientes,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Enero,0,2026-Enero
94,2026,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas con fines de explotacion sexual,Trata de personas con fines de explotacion sexual,Enero,0,2026-Enero
95,2026,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,Enero,0,2026-Enero
96,2026,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas con fines de trafico de organos,Trata de personas con fines de trafico de organos,Enero,0,2026-Enero
97,2026,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,Enero,0,2026-Enero
98,2026,1,Aguascalientes,La sociedad,Pornografia infantil,Pornografia infantil,Pornografia infantil,Enero,0,2026-Enero
99,2026,1,Aguascalientes,La sociedad,Discriminacion,Discriminacion,Discriminacion,Enero,0,2026-Enero
100,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo posesion simple,Narcomenudeo posesion simple,Enero,389,2026-Enero
101,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Enero,385,2026-Enero
102,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,Enero,0,2026-Enero
103,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,Amenazas,Enero,200,2026-Enero
104,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,Enero,32,2026-Enero
105,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,Evasion de presos,Enero,0,2026-Enero
106,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,Falsedad,Enero,7,2026-Enero
107,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,Falsificacion,Enero,37,2026-Enero
108,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,Enero,5,2026-Enero
109,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Enero,42,2026-Enero
110,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,Electorales,Enero,2,2026-Enero
111,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Enero,0,2026-Enero
112,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Enero,13,2026-Enero
113,2026,1,Aguascalientes,Otros bienes juridicos afectados (del fuero comun),Tortura,Tortura,Tortura,Enero,2,2026-Enero
114,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Enero,12,2026-Enero
115,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Enero,72,2026-Enero
116,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Enero,26,2026-Enero
117,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Enero,0,2026-Enero
118,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,Enero,32,2026-Enero
119,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Enero,0,2026-Enero
120,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Enero,0,2026-Enero
121,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Enero,6,2026-Enero
122,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de transito,Enero,20,2026-Enero
123,2026,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Enero,0,2026-Enero
124,2026,2,Baja California,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Enero,15,2026-Enero
125,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Enero,24,2026-Enero
126,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Enero,9,2026-Enero
127,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Enero,287,2026-Enero
128,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Enero,0,2026-Enero
129,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Enero,1,2026-Enero
130,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Enero,0,2026-Enero
131,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Enero,112,2026-Enero
132,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de transito,Enero,19,2026-Enero
133,2026,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Enero,0,2026-Enero
134,2026,2,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Enero,0,2026-Enero
135,2026,2,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Enero,0,2026-Enero
136,2026,2,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Enero,0,2026-Enero
137,2026,2,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Enero,0,2026-Enero
138,2026,2,Baja California,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,Enero,3,2026-Enero
139,2026,2,Baja California,La vida y la Integridad corporal,Aborto,Aborto,Aborto,Enero,6,2026-Enero
140,2026,2,Baja California,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Enero,16,2026-Enero
141,2026,2,Baja California,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,Enero,0,2026-Enero
142,2026,2,Baja California,Libertad personal,Secuestro,Secuestro con calidad de rehen,Secuestro con calidad de rehen,Enero,0,2026-Enero
143,2026,2,Baja California,Libertad personal,Secuestro,Secuestro para causar dano,Secuestro para causar dano,Enero,0,2026-Enero
144,2026,2,Baja California,Libertad personal,Secuestro,Secuestro expres,Secuestro expres,Enero,0,2026-Enero
145,2026,2,Baja California,Libertad personal,Trafico de menores,Trafico de menores,Trafico de menores,Enero,0,2026-Enero
146,2026,2,Baja California,Libertad personal,Rapto,Rapto,Rapto,Enero,0,2026-Enero
147,2026,2,Baja California,Libertad personal,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Enero,32,2026-Enero
148,2026,2,Baja California,Libertad personal,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Enero,63,2026-Enero
149,2026,2,Baja California,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,Enero,126,2026-Enero
150,2026,2,Baja California,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Enero,9,2026-Enero
151,2026,2,Baja California,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,Enero,13,2026-Enero
152,2026,2,Baja California,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,Enero,102,2026-Enero
153,2026,2,Baja California,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,Enero,0,2026-Enero
154,2026,2,Baja California,La libertad y la seguridad sexual,Violacion,Violacion simple,Violacion simple,Enero,48,2026-Enero
155,2026,2,Baja California,La libertad y la seguridad sexual,Violacion,Violacion equiparada,Violacion equiparada,Enero,12,2026-Enero
156,2026,2,Baja California,La libertad y la seguridad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Enero,30,2026-Enero
157,2026,2,Baja California,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Enero,54,2026-Enero
158,2026,2,Baja California,El patrimonio,Robo,Robo a casa habitacion,Con violencia,Enero,10,2026-Enero
159,2026,2,Baja California,El patrimonio,Robo,Robo a casa habitacion,Sin violencia,Enero,127,2026-Enero
160,2026,2,Baja California,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Con violencia,Enero,50,2026-Enero
161,2026,2,Baja California,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Sin violencia,Enero,506,2026-Enero
162,2026,2,Baja California,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Con violencia,Enero,4,2026-Enero
163,2026,2,Baja California,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Sin violencia,Enero,78,2026-Enero
164,2026,2,Baja California,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Con violencia,Enero,0,2026-Enero
165,2026,2,Baja California,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Sin violencia,Enero,0,2026-Enero
166,2026,2,Baja California,El patrimonio,Robo,Robo de autopartes,Con violencia,Enero,0,2026-Enero
167,2026,2,Baja California,El patrimonio,Robo,Robo de autopartes,Sin violencia,Enero,10,2026-Enero
168,2026,2,Baja California,El patrimonio,Robo,Robo a transportista,Con violencia,Enero,0,2026-Enero
169,2026,2,Baja California,El patrimonio,Robo,Robo a transportista,Sin violencia,Enero,3,2026-Enero
170,2026,2,Baja California,El patrimonio,Robo,Robo a transeunte en via publica,Con violencia,Enero,140,2026-Enero
171,2026,2,Baja California,El patrimonio,Robo,Robo a transeunte en via publica,Sin violencia,Enero,167,2026-Enero
172,2026,2,Baja California,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Con violencia,Enero,0,2026-Enero
173,2026,2,Baja California,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Sin violencia,Enero,1,2026-Enero
174,2026,2,Baja California,El patrimonio,Robo,Robo en transporte publico individual,Con violencia,Enero,1,2026-Enero
175,2026,2,Baja California,El patrimonio,Robo,Robo en transporte publico individual,Sin violencia,Enero,0,2026-Enero
176,2026,2,Baja California,El patrimonio,Robo,Robo en transporte publico colectivo,Con violencia,Enero,0,2026-Enero
177,2026,2,Baja California,El patrimonio,Robo,Robo en transporte publico colectivo,Sin violencia,Enero,3,2026-Enero
178,2026,2,Baja California,El patrimonio,Robo,Robo en transporte individual,Con violencia,Enero,1,2026-Enero
179,2026,2,Baja California,El patrimonio,Robo,Robo en transporte individual,Sin violencia,Enero,2,2026-Enero
180,2026,2,Baja California,El patrimonio,Robo,Robo a institucion bancaria,Con violencia,Enero,0,2026-Enero
181,2026,2,Baja California,El patrimonio,Robo,Robo a institucion bancaria,Sin violencia,Enero,0,2026-Enero
182,2026,2,Baja California,El patrimonio,Robo,Robo a negocio,Con violencia,Enero,246,2026-Enero
183,2026,2,Baja California,El patrimonio,Robo,Robo a negocio,Sin violencia,Enero,149,2026-Enero
184,2026,2,Baja California,El patrimonio,Robo,Robo de ganado,Con violencia,Enero,0,2026-Enero
185,2026,2,Baja California,El patrimonio,Robo,Robo de ganado,Sin violencia,Enero,0,2026-Enero
186,2026,2,Baja California,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Con violencia,Enero,0,2026-Enero
187,2026,2,Baja California,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Sin violencia,Enero,0,2026-Enero
188,2026,2,Baja California,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,Enero,0,2026-Enero
189,2026,2,Baja California,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,Enero,0,2026-Enero
190,2026,2,Baja California,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Con violencia,Enero,0,2026-Enero
191,2026,2,Baja California,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Sin violencia,Enero,0,2026-Enero
192,2026,2,Baja California,El patrimonio,Robo,Otros robos,Con violencia,Enero,52,2026-Enero
193,2026,2,Baja California,El patrimonio,Robo,Otros robos,Sin violencia,Enero,313,2026-Enero
194,2026,2,Baja California,El patrimonio,Fraude,Fraude,Fraude,Enero,212,2026-Enero
195,2026,2,Baja California,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Enero,41,2026-Enero
196,2026,2,Baja California,El patrimonio,Extorsion,Extorsion presencial,Extorsion presencial,Enero,0,2026-Enero
197,2026,2,Baja California,El patrimonio,Extorsion,Tentativa de extorsion presencial,Tentativa de extorsion presencial,Enero,0,2026-Enero
198,2026,2,Baja California,El patrimonio,Extorsion,Extorsion por otros medios,Extorsion por otros medios,Enero,6,2026-Enero
199,2026,2,Baja California,El patrimonio,Extorsion,Tentativa de extorsion por otros medios,Tentativa de extorsion por otros medios,Enero,5,2026-Enero
200,2026,2,Baja California,El patrimonio,Dano a la propiedad,Dano a la propiedad,Dano a la propiedad,Enero,455,2026-Enero
201,2026,2,Baja California,El patrimonio,Despojo,Despojo,Despojo,Enero,85,2026-Enero
202,2026,2,Baja California,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,Enero,7,2026-Enero
203,2026,2,Baja California,La familia,Violencia familiar,Violencia familiar,Violencia familiar,Enero,1203,2026-Enero
204,2026,2,Baja California,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Enero,0,2026-Enero
205,2026,2,Baja California,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Enero,87,2026-Enero
206,2026,2,Baja California,La sociedad,Corrupcion de menores,Corrupcion de menores,Corrupcion de menores,Enero,16,2026-Enero
207,2026,2,Baja California,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Enero,5,2026-Enero
208,2026,2,Baja California,La sociedad,Trata de personas,Trata de personas con fines de explotacion sexual,Trata de personas con fines de explotacion sexual,Enero,3,2026-Enero
209,2026,2,Baja California,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,Enero,0,2026-Enero
210,2026,2,Baja California,La sociedad,Trata de personas,Trata de personas con fines de trafico de organos,Trata de personas con fines de trafico de organos,Enero,0,2026-Enero
211,2026,2,Baja California,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,Enero,1,2026-Enero
